Dispositivo;Grupo de dispositivo;Data;Data de extinção do defeito;Usuário que extinguiu o defeito;Descrição;Modo de falha;Fonte;Controlador;Código
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGM7D19;ROTA SP_CDD PRESID. PRUDENTE, Vehicle, Diesel, CAMBIO MANUAL, FOTON, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_IMEDIATO, UNI_CDD PRESID. PRUDENTE, 80 km/h;;1970-01-01;0;Tire fault - missing sensor;0;Telematics Device;Telematics device;372
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN1B89;ROTA SP_CDD SAO JOSE CAMPOS, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_FADEL, UNI_CDD SÃO JOSÉ DOS CAMPOS, 80 km/h;;1970-01-01;0;GPS failure fault;0;Telematics Device;Telematics device;298
UGN2B31;ROTA CO_CDD RONDONOPOLIS, Volkswagen, Vehicle, CAMBIO MANUAL, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD RONDONOPOLIS, 80 km/h;;1970-01-01;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UGN2B31;ROTA CO_CDD RONDONOPOLIS, Volkswagen, Vehicle, CAMBIO MANUAL, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD RONDONOPOLIS, 80 km/h;;1970-01-01;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UGN2B31;ROTA CO_CDD RONDONOPOLIS, Volkswagen, Vehicle, CAMBIO MANUAL, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD RONDONOPOLIS, 80 km/h;;1970-01-01;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UGN2B31;ROTA CO_CDD RONDONOPOLIS, Volkswagen, Vehicle, CAMBIO MANUAL, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD RONDONOPOLIS, 80 km/h;;1970-01-01;0;Parking brake red warning signal;Special instructions;J1939;Body controller;3557
UGN2B31;ROTA CO_CDD RONDONOPOLIS, Volkswagen, Vehicle, CAMBIO MANUAL, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD RONDONOPOLIS, 80 km/h;;1970-01-01;0;Parking brake red warning signal;Special instructions;J1939;Body controller;3557
UGQ8D65;ROTA SP_CDD SUZANO, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_NEPOMUCENO, UNI_CDD SUZANO, 80 km/h;;1970-01-01;0;Accelerometer calibration in progress (more driving required);0;Telematics Device;Telematics device;281
UGQ8D65;ROTA SP_CDD SUZANO, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_NEPOMUCENO, UNI_CDD SUZANO, 80 km/h;;1970-01-01;0;Accelerometer calibration in progress (more driving required);0;Telematics Device;Telematics device;281
UGQ8D65;ROTA SP_CDD SUZANO, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_NEPOMUCENO, UNI_CDD SUZANO, 80 km/h;;1970-01-01;0;Accelerometer calibration in progress (more driving required);0;Telematics Device;Telematics device;281
UGQ8D65;ROTA SP_CDD SUZANO, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_NEPOMUCENO, UNI_CDD SUZANO, 80 km/h;;1970-01-01;0;Accelerometer calibration in progress (more driving required);0;Telematics Device;Telematics device;281
UGQ8D65;ROTA SP_CDD SUZANO, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_NEPOMUCENO, UNI_CDD SUZANO, 80 km/h;;1970-01-01;0;Accelerometer calibration in progress (more driving required);0;Telematics Device;Telematics device;281
UGQ8D65;ROTA SP_CDD SUZANO, Vehicle, Diesel, CAMBIO MANUAL, MERCEDES BENZ, COMBUSTÃO, REG_MACRO REGIÃO SP, CAMINHÃO TOCO / TRUCK, TRS_NEPOMUCENO, UNI_CDD SUZANO, 80 km/h;;1970-01-01;0;Telematics device fault: Harsh Event data is unavailable for 10 minutes due to excessive logging of Harsh Events. If this fault occurs three consecutive times then the GO device disables logging any suspected Harsh Events until the device is reset.;0;Telematics Device;Telematics device;615
UGR3G18;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;;1970-01-01;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UGR3G18;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;;1970-01-01;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UGR3G18;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;;1970-01-01;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UGR3G18;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;;1970-01-01;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UGR3G18;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;;1970-01-01;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UGR3G18;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;;1970-01-01;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UGR3G18;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;;1970-01-01;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UGR3G18;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;;1970-01-01;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UGR3G18;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;;1970-01-01;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UGR3G18;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;;1970-01-01;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UGR3G18;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;;1970-01-01;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UGR3G18;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;;1970-01-01;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UGR3G18;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;;1970-01-01;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UGR3G18;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;;1970-01-01;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UGR3G18;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;;1970-01-01;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UGR3G18;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;;1970-01-01;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UGR3G18;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;;1970-01-01;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
