Dispositivo;Grupo de dispositivo;Data de início;Duração da condução;Data de parada;Duração da parada;Origem;Destino;Tempo parado com motor ligado;Velocidade máxima;Horas do motor no início da viagem;Horas do motor no final da viagem
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;19/02/2026;00:00:06;19/02/2026;0,003368056;Av. Lúcio Costa, 24a - Barra da Tijuca, Rio de Janeiro - RJ, 22620-172, Brasil;Av. Lúcio Costa, 24a - Barra da Tijuca, Rio de Janeiro - RJ, 22620-172, Brasil;00:04:51;1;07:44:14;07:49:11
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;19/02/2026;00:02:15;19/02/2026;0,016412037;Av. Lúcio Costa, 24a - Barra da Tijuca, Rio de Janeiro - RJ, 22620-172, Brasil;Avenida Sernambetiba, 23 - Barra da Tijuca, Rio de Janeiro - RJ, 22620-172, Brasil;00:23:38;26;07:49:11;08:15:04
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;19/02/2026;00:12:52;19/02/2026;0,032305556;Avenida Sernambetiba, 23 - Barra da Tijuca, Rio de Janeiro - RJ, 22620-172, Brasil;R. Martinho de Mesquita, 105 - Barra da Tijuca, Rio de Janeiro - RJ, 22620-220, Brasil;00:46:25;31;08:15:04;09:14:21
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;19/02/2026;00:07:10;19/02/2026;0,005381944;R. Martinho de Mesquita, 105 - Barra da Tijuca, Rio de Janeiro - RJ, 22620-220, Brasil;RUA DEP. JOSE DA ROCHA RIBAS 111 BL.4 LJ. C - Barra da Tijuca, Rio de Janeiro - RJ, 22630-000, Brasil;00:07:45;41;09:14:21;09:29:16
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;19/02/2026;00:00:49;19/02/2026;0,016724537;RUA DEP. JOSE DA ROCHA RIBAS 111 BL.4 LJ. C - Barra da Tijuca, Rio de Janeiro - RJ, 22630-000, Brasil;RUA DEP. JOSE DA ROCHA RIBAS 111 BL.4 LJ. C - Barra da Tijuca, Rio de Janeiro - RJ, 22630-000, Brasil;00:24:05;1;09:29:16;09:54:10
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;19/02/2026;00:08:04;19/02/2026;0,012662037;RUA DEP. JOSE DA ROCHA RIBAS 111 BL.4 LJ. C - Barra da Tijuca, Rio de Janeiro - RJ, 22630-000, Brasil;Av. Eugênio Lyra Neto, 3 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-120, Brasil;00:18:14;42;09:54:10;10:20:28
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;19/02/2026;00:14:58;19/02/2026;0,005520833;Av. Eugênio Lyra Neto, 3 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-120, Brasil;Avenida Ruy Frazão Soares, 191 - Lojas R & T - Barra da Tijuca, Rio de Janeiro - RJ, 22793-074, Brasil;00:07:57;44;10:20:28;10:43:23
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;19/02/2026;00:49:03;19/02/2026;0,561784306;Avenida Ruy Frazão Soares, 191 - Lojas R & T - Barra da Tijuca, Rio de Janeiro - RJ, 22793-074, Brasil;2MV6+25 Cubo Kids - Anil, Rio de Janeiro - RJ, 22755, Brasil;00:00:04;57;10:43:23;11:32:30
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:38:02;20/02/2026;0,009189815;2MV6+25 Cubo Kids - Anil, Rio de Janeiro - RJ, 22755, Brasil;Av. Lúcio Costa, 5170 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-012, Brasil;00:13:14;55;11:32:30;12:23:46
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:00:43;20/02/2026;0,020196759;Av. Lúcio Costa, 5170 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-012, Brasil;Av. Lúcio Costa, 5170 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-012, Brasil;00:29:05;2;12:23:46;12:53:34
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:06:38;20/02/2026;0,009259259;Av. Lúcio Costa, 5170 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-012, Brasil;Av. Lúcio Costa, 3616 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-010, Brasil;00:13:20;41;12:53:34;13:13:32
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:01:19;20/02/2026;0,008032407;Av. Lúcio Costa, 3616 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-010, Brasil;Av. Lúcio Costa, 3700 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-011, Brasil;00:11:34;31;13:13:32;13:26:25
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:01:23;20/02/2026;0,015868056;Av. Lúcio Costa, 3700 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-011, Brasil;Av. Lúcio Costa, s/n - Barra da Tijuca, Rio de Janeiro - RJ, 22630-010, Brasil;00:22:51;28;13:26:25;13:50:39
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:25:56;20/02/2026;0,009178241;Av. Lúcio Costa, s/n - Barra da Tijuca, Rio de Janeiro - RJ, 22630-010, Brasil;R. Ulisses Alcântara, 336 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-100, Brasil;00:13:13;50;13:50:39;14:29:48
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:18:47;20/02/2026;0,006145833;R. Ulisses Alcântara, 336 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-100, Brasil;Av. Lúcio Costa, 4900 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-011, Brasil;00:08:51;33;14:29:48;14:57:26
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:00:19;20/02/2026;0,003240741;Av. Lúcio Costa, 4900 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-011, Brasil;Av. Lúcio Costa, 4900 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-011, Brasil;00:04:40;2;14:57:26;15:02:25
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:09:24;20/02/2026;0,005752315;Av. Lúcio Costa, 4900 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-011, Brasil;Avenida Lucio da Costa 3360 entre posto 4 e 5 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-010, Brasil;00:08:17;50;15:02:25;15:20:06
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:09:37;20/02/2026;0,016580012;Avenida Lucio da Costa 3360 entre posto 4 e 5 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-010, Brasil;Av. Peregrino Junior, 380 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-460, Brasil;00:00:07;44;15:20:06;15:29:50
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:06:05;20/02/2026;0,006122685;Av. Peregrino Junior, 380 - Barra da Tijuca, Rio de Janeiro - RJ, 22631-460, Brasil;Av. Lúcio Costa, 625 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-012, Brasil;00:08:49;50;15:29:50;15:44:45
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:01:38;20/02/2026;0,01089765;Av. Lúcio Costa, 625 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-012, Brasil;Av. Lúcio Costa, 625 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-012, Brasil;00:01:16;2;15:44:45;15:47:40
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:06:19;20/02/2026;0,006145833;Av. Lúcio Costa, 625 - Barra da Tijuca, Rio de Janeiro - RJ, 22630-012, Brasil;Av. Lúcio Costa, 184 - Barra da Tijuca, Rio de Janeiro - RJ, 22795-007, Brasil;00:08:51;53;15:47:40;16:02:50
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:17:29;20/02/2026;0,013609063;Av. Lúcio Costa, 184 - Barra da Tijuca, Rio de Janeiro - RJ, 22795-007, Brasil;R. Gen. Landri Gonçalves, 182 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22795-410, Brasil;00:00:03;55;16:02:50;16:20:22
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:11:03;20/02/2026;0,016072778;R. Gen. Landri Gonçalves, 182 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22795-410, Brasil;R. G W, 42 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22795-584, Brasil;00:00:08;29;16:20:22;16:31:34
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:04:18;20/02/2026;0,010916655;R. G W, 42 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22795-584, Brasil;R. HW, 190 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22795-150, Brasil;00:00:09;20;16:31:34;16:36:02
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:07:12;20/02/2026;0,020781806;R. HW, 190 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22795-150, Brasil;R. Clementina de Jesus, 25 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22795-320, Brasil;00:00:13;29;16:36:02;16:43:28
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:09:41;20/02/2026;0,017863056;R. Clementina de Jesus, 25 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22795-320, Brasil;Estr. do Pontal, 59 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-877, Brasil;00:01:01;41;16:43:28;16:54:11
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:00:27;20/02/2026;0,003598519;Estr. do Pontal, 59 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-877, Brasil;Estr. do Pontal, 59 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-877, Brasil;00:00:07;1;16:54:11;16:54:45
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:51:48;20/02/2026;0,155587789;Estr. do Pontal, 59 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-877, Brasil;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;00:00:03;72;16:54:45;17:46:36
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:02:35;20/02/2026;0,00742375;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;Av. Canal do Anil, 25 - Anil, Rio de Janeiro - RJ, 22765-430, Brasil;00:00:00;0;17:46:36;17:48:15
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;20/02/2026;00:01:58;20/02/2026;0,268183588;Av. Canal do Anil, 25 - Anil, Rio de Janeiro - RJ, 22765-430, Brasil;2MV6+25 Cubo Kids - Anil, Rio de Janeiro - RJ, 22755, Brasil;00:00:00;37;17:48:15;17:50:14
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:12:30;21/02/2026;0,027116817;2MV6+25 Cubo Kids - Anil, Rio de Janeiro - RJ, 22755, Brasil;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;00:00:10;37;17:50:14;18:02:54
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:03:13;21/02/2026;6,40509E-05;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;00:00:00;26;18:02:54;18:06:07
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:00:01;21/02/2026;0,175208333;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;00:02:15;7;18:06:07;18:08:23
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:54:41;21/02/2026;0,067388403;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;Av. Célia Ribeiro da Silva Mendes 88, RJ, 22790-711, Brazil;00:00:00;61;18:08:23;19:03:04
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:07:51;21/02/2026;0,057486227;Av. Célia Ribeiro da Silva Mendes 88, RJ, 22790-711, Brazil;Av. Cėsar Morani Comendador 555, RJ, 22790-705, Brazil;00:00:00;24;19:03:04;19:10:55
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:07:17;21/02/2026;0,015733843;Av. Cėsar Morani Comendador 555, RJ, 22790-705, Brazil;R. Servidão G, 7 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-711, Brasil;00:00:04;37;19:10:55;19:18:16
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:04:53;21/02/2026;4,20718E-05;R. Servidão G, 7 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-711, Brasil;Av. das Américas, 13.750 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-701, Brasil;00:00:00;37;19:18:16;19:23:09
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:00:01;21/02/2026;0,01195059;Av. das Américas, 13.750 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-701, Brasil;Av. das Américas, 13.750 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-701, Brasil;00:00:00;8;19:23:09;19:23:09
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:01:36;21/02/2026;5,01157E-05;Av. das Américas, 13.750 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-701, Brasil;Av. das Américas, 13652 - Loja B - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-702, Brasil;00:00:00;33;19:23:09;19:24:45
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:00:01;21/02/2026;0,008167234;Av. das Américas, 13652 - Loja B - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-702, Brasil;Av. das Américas, 13652 - Loja B - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-702, Brasil;00:00:00;6;19:24:45;19:24:45
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:15:03;21/02/2026;4,5463E-05;Av. das Américas, 13652 - Loja B - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-702, Brasil;R. Silvia Pozzano, 2820 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-671, Brasil;00:00:00;53;19:24:45;19:39:49
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:00:01;21/02/2026;0,024920197;R. Silvia Pozzano, 2820 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-671, Brasil;R. Silvia Pozzano, 2820 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-671, Brasil;00:00:00;7;19:39:49;19:39:49
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:15:41;21/02/2026;0,036245336;R. Silvia Pozzano, 2820 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-671, Brasil;R. Cartunista Millor Fernandes 1001, RJ, 22790-691, Brazil;00:00:00;24;19:39:49;19:55:30
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:28:05;21/02/2026;0,004218333;R. Cartunista Millor Fernandes 1001, RJ, 22790-691, Brazil;R. Silvia Pozzano, 3003 - Bl 03 Ap 305 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-671, Brasil;00:01:00;2;19:55:30;20:24:36
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:00:22;21/02/2026;5,43287E-05;R. Silvia Pozzano, 3003 - Bl 03 Ap 305 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-671, Brasil;R. Silvia Pozzano, 3040 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-671, Brasil;00:00:00;9;20:24:36;20:24:57
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:00:01;21/02/2026;0,009166667;R. Silvia Pozzano, 3040 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-671, Brasil;R. Silvia Pozzano, 3040 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-671, Brasil;00:04:47;7;20:24:57;20:29:45
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:16:17;21/02/2026;0,019824271;R. Silvia Pozzano, 3040 - Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-671, Brasil;Estr. Ver. Alceu de Carvalho, 665 - Vargem Grande, Rio de Janeiro - RJ, 22785-620, Brasil;00:00:14;44;20:29:45;20:46:16
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:53:51;21/02/2026;0,000128669;Estr. Ver. Alceu de Carvalho, 665 - Vargem Grande, Rio de Janeiro - RJ, 22785-620, Brasil;Av. Otávio Malta, 819 - Anil, Rio de Janeiro - RJ, 22765-820, Brasil;00:00:00;61;20:46:16;21:40:07
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:00:01;21/02/2026;0,008742662;Av. Otávio Malta, 819 - Anil, Rio de Janeiro - RJ, 22765-820, Brasil;Av. Otávio Malta, 819 - Anil, Rio de Janeiro - RJ, 22765-820, Brasil;00:00:00;10;21:40:07;21:40:07
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:01:45;21/02/2026;0,022863252;Av. Otávio Malta, 819 - Anil, Rio de Janeiro - RJ, 22765-820, Brasil;Av. Canal do Anil, 25 - Anil, Rio de Janeiro - RJ, 22765-430, Brasil;00:00:05;24;21:40:07;21:41:58
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:00:35;21/02/2026;0,01013853;Av. Canal do Anil, 25 - Anil, Rio de Janeiro - RJ, 22765-430, Brasil;Estr. do Engenho d'Água, 687 - Anil, Rio de Janeiro - RJ, 22675-240, Brasil;00:00:00;0;21:41:58;21:42:16
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;21/02/2026;00:01:38;21/02/2026;0,598060463;Estr. do Engenho d'Água, 687 - Anil, Rio de Janeiro - RJ, 22675-240, Brasil;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;00:00:00;33;21:42:16;21:43:54
IEV 1200T PLUS | RHT 6A49 | 2021;JAC, Vehicle, Battery Electric Vehicle, Manually Classified Powertrain, Relatório_Elétrico, Relatórios_Todos, FALSO, PESADOS;22/02/2026;00:01:00;22/02/2026;0,65589713;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;Estr. do Engenho d'Água, 655 - Anil, Rio de Janeiro - RJ, 22765-240, Brasil;00:00:06;1;21:43:54;21:45:00
MB Axor | DML 0B93| UREADER GNV;Vehicle, MERCEDES BENZ, FALSO, PESADOS;16/02/2026;00:07:09;16/02/2026;0,004143519;Av. Alberto J. Byington, 1896 - Jd S Rita De Cassia, Osasco - SP, 06276-000, Brasil;Av. Alberto J. Byington, 1896 - Jd S Rita De Cassia, Osasco - SP, 06276-000, Brasil;00:00:28;12;01:30:44;01:38:22
MB Axor | DML 0B93| UREADER GNV;Vehicle, MERCEDES BENZ, FALSO, PESADOS;16/02/2026;00:01:51;16/02/2026;0,048139838;Av. Alberto J. Byington, 1896 - Jd S Rita De Cassia, Osasco - SP, 06276-000, Brasil;Av. Alberto J. Byington, 1894 - Chacara Anhanguera, Osasco - SP, 06276-000, Brasil;00:00:11;0;01:38:22;01:40:25
MB Axor | DML 0B93| UREADER GNV;Vehicle, MERCEDES BENZ, FALSO, PESADOS;16/02/2026;00:00:24;16/02/2026;0,134135868;Av. Alberto J. Byington, 1894 - Chacara Anhanguera, Osasco - SP, 06276-000, Brasil;Av. Alberto J. Byington, 1896 - Jd S Rita De Cassia, Osasco - SP, 06276-000, Brasil;00:03:59;0;01:40:25;01:44:48
MB Axor | DML 0B93| UREADER GNV;Vehicle, MERCEDES BENZ, FALSO, PESADOS;16/02/2026;00:03:21;16/02/2026;0,029463229;Av. Alberto J. Byington, 1896 - Jd S Rita De Cassia, Osasco - SP, 06276-000, Brasil;Av. Alberto J. Byington, 1896 - Jd S Rita De Cassia, Osasco - SP, 06276-000, Brasil;00:04:36;1;01:44:48;01:52:13
MB Axor | DML 0B93| UREADER GNV;Vehicle, MERCEDES BENZ, FALSO, PESADOS;16/02/2026;00:05:32;16/02/2026;0,037261424;Av. Alberto J. Byington, 1896 - Jd S Rita De Cassia, Osasco - SP, 06276-000, Brasil;Av. Alberto J. Byington, 1896 - Jd S Rita De Cassia, Osasco - SP, 06276-000, Brasil;00:00:43;2;01:52:13;01:58:28
MB Axor | DML 0B93| UREADER GNV;Vehicle, MERCEDES BENZ, FALSO, PESADOS;16/02/2026;00:01:05;16/02/2026;0,087152951;Av. Alberto J. Byington, 1896 - Jd S Rita De Cassia, Osasco - SP, 06276-000, Brasil;Av. Alberto J. Byington, 1896 - Jd S Rita De Cassia, Osasco - SP, 06276-000, Brasil;00:23:12;0;01:58:28;02:22:46
