Dispositivo;Grupo de dispositivo;Data;Data de extinção do defeito;Usuário que extinguiu o defeito;Descrição;Modo de falha;Fonte;Controlador;Código
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,47243;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,48393;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,48393;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,48423;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,48981;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,48981;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,49112;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,50227;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,50227;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,5071;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,51605;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,51605;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,51673;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,52625;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,52625;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,53474;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,54716;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,54716;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,54871;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,55984;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,55984;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,56352;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,56937;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,56937;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,57324;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,58239;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,58239;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,58838;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,60035;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,60035;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,60432;0;0;Aux 1 disabled due to excessive data;0;Telematics Device;Telematics device;452
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,60564;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,61614;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,61614;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,61805;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,64999;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,64999;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,66533;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,7164;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,7164;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEB0C80;ROTA SUL_CDD PELOTAS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD PELOTAS, 80 km/h;46051,71706;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEC0F54;ROTA CO_CDD CUIABA, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CUIABA, 80 km/h;46051,34959;0;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UEC0F54;ROTA CO_CDD CUIABA, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CUIABA, 80 km/h;46051,3497;0;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UEC0F54;ROTA CO_CDD CUIABA, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CUIABA, 80 km/h;46051,63256;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UEC0F54;ROTA CO_CDD CUIABA, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CUIABA, 80 km/h;46051,63256;0;0;**Unknown Diagnostic 45137;Data erratic  intermittent or incorrect;J1939;Engine #1;45137
UEC0F54;ROTA CO_CDD CUIABA, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CUIABA, 80 km/h;46051,63317;0;0;**Unknown Diagnostic 472610;Data erratic  intermittent or incorrect;J1939;Engine #1;472610
UEC0F54;ROTA CO_CDD CUIABA, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CUIABA, 80 km/h;46051,63317;0;0;**Unknown Diagnostic 45137;Data erratic  intermittent or incorrect;J1939;Engine #1;45137
UEC0F54;ROTA CO_CDD CUIABA, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CUIABA, 80 km/h;46051,63326;0;0;**Unknown Diagnostic 45137;Data erratic  intermittent or incorrect;J1939;Engine #1;45137
UEC0F54;ROTA CO_CDD CUIABA, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CUIABA, 80 km/h;46051,6333;0;0;**Unknown Diagnostic 472610;Data erratic  intermittent or incorrect;J1939;Engine #1;472610
UEC0F54;ROTA CO_CDD CUIABA, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CUIABA, 80 km/h;46051,63341;0;0;**Unknown Diagnostic 472610;Data erratic  intermittent or incorrect;J1939;Engine #1;472610
UEC0F54;ROTA CO_CDD CUIABA, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CUIABA, 80 km/h;46051,63341;0;0;**Unknown Diagnostic 45137;Data erratic  intermittent or incorrect;J1939;Engine #1;45137
UEC0F54;ROTA CO_CDD CUIABA, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CUIABA, 80 km/h;46051,63413;0;0;**Unknown Diagnostic 472610;Data erratic  intermittent or incorrect;J1939;Engine #1;472610
UEC0F54;ROTA CO_CDD CUIABA, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CUIABA, 80 km/h;46051,74809;0;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UEC0F54;ROTA CO_CDD CUIABA, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO CO, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CUIABA, 80 km/h;46051,7482;0;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UED9E48;ROTA SUL_CDD FLORIANOPOLIS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD FLORIANOPOLIS, 80 km/h;46051,17866;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UED9E48;ROTA SUL_CDD FLORIANOPOLIS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD FLORIANOPOLIS, 80 km/h;46051,17866;0;0;**Unknown Diagnostic 45137;Data erratic  intermittent or incorrect;J1939;Engine #1;45137
UED9E48;ROTA SUL_CDD FLORIANOPOLIS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD FLORIANOPOLIS, 80 km/h;46051,73946;0;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UED9E48;ROTA SUL_CDD FLORIANOPOLIS, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD FLORIANOPOLIS, 80 km/h;46051,73967;0;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UEH0E87;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;46051,30281;0;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UEH0E87;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;46051,30292;0;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UEH0E87;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;46051,30697;0;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UEH0E87;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;46051,30707;0;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UEH0E87;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;46051,36322;0;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UEH0E87;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;46051,36338;0;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UEH0E87;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;46051,38257;0;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UEH0E87;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;46051,38269;0;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UEH0E87;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;46051,56762;0;0;**Unknown Diagnostic 388962;Data valid but above normal operational range - most severe level;J1939;Management computer #1;388962
UEH0E87;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;46051,56779;0;0;**Unknown Diagnostic 388962;Data valid but above normal operational range - most severe level;J1939;Management computer #1;388962
UEH0E87;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;46051,57743;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UEH0E87;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;46051,57743;0;0;Parking brake red warning signal;Special instructions;J1939;Body controller;3557
UEH0E87;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;46051,57754;0;0;Parking brake red warning signal;Special instructions;J1939;Body controller;3557
UEH0E87;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;46051,57794;0;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UEH0E87;ROTA SUL_CDD BALNEARIO, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO SUL, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD BALNEARIO, 80 km/h;46051,57809;0;0;Clutch switch;Abnormal rate of change;J1939;Body controller;598
UEJ7C05;ROTA RJ ES_CDD CAMPO GRANDE, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO RJ ES, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CAMPO GRANDE, 80 km/h;46051,10733;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UEJ7C05;ROTA RJ ES_CDD CAMPO GRANDE, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO RJ ES, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CAMPO GRANDE, 80 km/h;46051,10733;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEJ7C05;ROTA RJ ES_CDD CAMPO GRANDE, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO RJ ES, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CAMPO GRANDE, 80 km/h;46051,1085;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEJ7C05;ROTA RJ ES_CDD CAMPO GRANDE, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO RJ ES, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CAMPO GRANDE, 80 km/h;46051,13326;0;0;Low priority warning light is on;0;Telematics Device;Telematics device;175
UEJ7C05;ROTA RJ ES_CDD CAMPO GRANDE, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO RJ ES, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CAMPO GRANDE, 80 km/h;46051,13326;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
UEJ7C05;ROTA RJ ES_CDD CAMPO GRANDE, Vehicle, CAMBIO MANUAL, VOLKSWAGEN, COMBUSTÃO, REG_MACRO REGIÃO RJ ES, CAMINHÃO TOCO / TRUCK, TRS_CONLOG, UNI_CDD CAMPO GRANDE, 80 km/h;46051,13647;0;0;FMS-standard diagnostics supported;Abnormal update rate;J1939;Body controller;2804
